IhSVn0TaX8xXb3wcQ-fgcA,thai,0.963920772,1
je92kXXWjANmiN-dfwNapg,japanese,0.907767057,1
aSprnLY-6GkMk1cuv0TMeA,italian,0.919865847,1
5fRh0bh2HDGYb7Lsms36vQ,chinese,0.87966454,1
cJfbydHniqWsGL2VHVDHEg,indian,0.892469943,1
4mzogOLOVDPBDVTO4cz9fA,thai,0.999011159,1
qu3niqEXOUdNxCCXnSPBYg,chinese,0.881262124,1
B_kcyXzmkJlFI9pSl7PHvw,japanese,0.999990106,1
FXhSEZfIqjMZh4hR0_8jMQ,thai,0.913919926,1
StFf9fVnAlhwrUWan0C4Ww,thai,0.903446376,1
uVfOB37NyYEGRs5FITM-nQ,mexican,0.903314531,1
v0vBSvG0hRPBoYyK6dlaAw,thai,0.999016881,1
VC1udoc_sbHdFaBr0-bMsA,indian,0.885329723,1
D1V7ZadUtUPuYYlpDA1BOQ,japanese,0.892802954,1
ejmJTjHzdMxoq3t7pnnjrg,japanese,0.896670997,1
Ry9w-jFALWYhazi6jjyIKw,italian,0.906170309,1
pqebqpVTT8bR_s9iEu8dOA,japanese,0.918251455,1
HDoJIH-qW9FqJ5WB-bKTqA,thai,0.999009848,1
1fVp9c5Vw04ig171a_juRw,chinese,0.998761535,1
MSVftNJ5lwPK9TQtHayaPQ,japanese,0.89646399,1
xbrQ2dHuQoFJmNxAuOky4A,italian,0.904100299,1
z4CzSOnngC2RaTEC_BgUWA,italian,0.89677912,1
PqqnNrUtU7XTKQvUM4cyqQ,mexican,0.999006212,1
csVEpHy5KJoFvM1qp5XwLQ,thai,0.930745304,1
YKfj-CUjgb9xQ1kN_bhNLg,mexican,0.902923703,1
MXstrG3HjF83LcxAd8OpTw,chinese,0.881448805,1
Q9F2ocrmYuGt1yn3M7MOBw,italian,0.999351323,1
NebgteFykeM1gwiVgPcCHw,thai,0.922400475,1
Zq-bINENqMPz4zyMKQFvzQ,japanese,0.898924053,1
xFp3xSQ43J-i7nmJfNBsZA,thai,0.917266428,1
Phtq020-VoHgQp_p-vXVVA,italian,0.896530569,1
noBCTbD1Ylf5QR7PXy-rkA,indian,0.907288492,1
KISxxrvjxx5qrayhcASl5w,thai,0.906894982,1
XaEFFUabnbH8ZF7ccmSAlQ,chinese,0.885854959,1
07CFPHGST8k37uHYAGxYqQ,italian,0.998902321,1
SzH79XjUPoTYBnE3dybRsw,italian,0.892057776,1
OHD58Nwnf5sSMpSgpiUk3Q,indian,0.99879384,1
GuqvwAFpjjz3m3vicbJBTQ,mexican,0.897634327,1
47_jHPl3p4-OYGCVLy2ZIA,mexican,0.999002635,1
IFZ3_d01uflGixWrrD8_gg,indian,0.902486145,1
DpZ7Xaub8Lhpg7VJdHaPpg,japanese,0.92627871,1
enDIsmxSG2bQccQWgGNcbg,japanese,0.898721039,1
32163sAKsk3y_HagU9oIUA,indian,0.887219489,1
dJdIEYv56jTBkU6hAnSypw,thai,0.904646933,1
WtaM26GHmDBiUpVB4lnl2w,indian,0.883228064,1
V-yI80ii8Sau_BOQsDhz-A,mexican,0.897921026,1
dH7jsvPhb6xhQkIu8Pv5jw,thai,0.909720778,1
1xJV03v3g3oP3G5oDlWuoQ,thai,0.904261231,1
bgMbt6XbOaAu5VNXr5kCdQ,indian,0.892169714,1
fyC2cBsQ0FsMJmv0jSworg,italian,0.889319181,1
jRiMLcjWiNfGJlQbu12-HQ,indian,0.998793244,1
jRZ3SuJ--vimE47dna3J7Q,japanese,0.896339655,1
LJaLQby_H8E9eHvcIW0xnw,mexican,0.909633398,1
HnFHxQUSviXVa1FUGR-Hjw,italian,0.893976867,1
FXDMFBM-rV2s5MHzA33d2g,indian,0.892427146,1
loLFoBWWXfpFu9fOdWebHQ,chinese,0.879238307,1
1kdIzJU01DuTm7WhPSdiBQ,italian,0.89380753,1
tK_4ECZ0EPIhW8588hfn5g,mexican,0.899626791,1
Dwuu2wGuhrA78rMXTd_MGQ,mexican,0.999990344,1
wg-oP14J6tHXgBO5gWGLWg,thai,0.911609411,1
jy6AHLVJ7cVJZ4Fl_ds3Qg,mexican,0.898898959,1
YuzOnNDfRKixNJiaVy5Baw,italian,0.895239711,1
LTfR_0NiS7OIRCfkaAJg9w,japanese,0.999006927,1
QGXNIWYH0S8dGVDJoPs3OA,chinese,0.879048645,1
sbAy2LhWHjqmOX3wBEsPNA,chinese,0.879333079,1
CYYLEipRFmr73Hz6XNEzoQ,italian,0.905675888,1
hcI6TVxFyVNEPXg3rF1bQw,mexican,0.899868369,1
od-5v2v1HdGisEDAXotqeg,japanese,0.909398794,1
aI39yRQqpTd1VuKqS-lwig,italian,0.899917781,1
b_3yI7FXcIle71lD9Tulww,mexican,0.998951912,1
NB5u0htOK_1_dTkYALpRxg,japanese,0.99895978,1
8CTaeOtqr461Ah5yWcnCPw,mexican,0.901069105,1
C83_0TlJdnKSKwkaH62DKA,japanese,0.998895645,1
iYFauSnqLxvr4HTY_cIElg,thai,0.910814703,1
DRUvC_16De3L-uyPwJTZPA,thai,0.906328142,1
9iZM0dGGP4xJsyHj_7Dj8Q,chinese,0.879380822,1
S_2XkMG-bpNfb0gTKZdvkw,thai,0.903835356,1
UBnrFZuqa1nMrV7ncWHBwA,thai,0.90480119,1
agCuWjaUJ8xBO_PDDQRiGw,chinese,0.883853376,1
ak9vroilf-vpA_GSNWX2Jg,chinese,0.896332562,1
mYQMjrtHp8vsEKKNsRz1XA,italian,0.897109091,1
2DGTVgGGme6CoXFCgooqVw,indian,0.9988029,1
KyOtOluTH8c8SICpf85thg,mexican,0.904439449,1
oJjMYhA6z1_BVaQpSdyl8g,chinese,0.885311961,1
4eAgPj7eKonKAtk64kgUfQ,japanese,0.998933852,1
z6WBXksrh0FQXYCPr2nnFg,thai,0.999018192,1
cg6Anl_cfh5dh6uSPb-E8Q,italian,0.894988298,1
U2aUFZARLeSMf4RQIxjuTw,chinese,0.998785555,1
ifIfq2EwEohCgoKnG68_LA,italian,0.893765152,1
#NAME?,mexican,0.899505854,1
yckkW5iFRiBOWsH3tZTr3Q,japanese,0.928916991,1
w1RDUwwDWacl908f2EA0Fw,mexican,0.999990344,1
YB3Zygy4g4ga6jDFqjfsAg,indian,0.883595824,1
m1sfDqgDiKKyUaXo9DWVeQ,indian,0.894719779,1
itblJyiTY2h2ACidLk66oA,japanese,0.912548542,1
vTn3ww550Rnhz9naIxtjww,italian,0.899070442,1
fNxI--522GxiStC-J3SnTw,indian,0.884054542,1
0Tvwk0hvgaY0QVIsZGTZKQ,italian,0.999049604,1
oe8GEFE4QLFAKt87y7zcgA,thai,0.999271929,1
nI1UYDCYUTt23TpGxqnLKg,thai,0.979418278,1
REIcoQFvGB7B6S0GmqHo1A,japanese,0.896339655,1
kXuubLd6s3GidpqU3psPdw,thai,0.913250446,1
8-dc942sz-prIeepAkHLJA,thai,0.902074754,1
ApAGKaGPzxcFV3NVHROh-w,chinese,0.878858685,1
25npnVAlhRjguunYS8zy8w,italian,0.998926103,1
sNr7HL0CE9AJu_SJNfRBZA,mexican,0.896272302,1
OINi1A9bSUUN5vi7xgi3ZQ,japanese,0.998921037,1
zDujEq9qZk13nBcG2PH4tA,italian,0.998972535,1
39g9pylx-xeIHihTe76HbA,italian,0.998857379,1
h37t9rA06Sr4EetJjKrfzw,italian,0.998945057,1
UC3n_0vZ5zI1fvi7UzNZAg,thai,0.999056876,1
T4xmuPYBmMhF48bfi9rkfA,thai,0.906328142,1
4xOPFgrVjxKmRPlfKH-Meg,thai,0.919706166,1
6qzNc9Z9DHYYleKqrW_K3g,japanese,0.9261567,1
sBP8072dTkHDHyS8MTaZcQ,mexican,0.897757292,1
k8GFfCXO2FIIJIo0ICYSRA,chinese,0.883853376,1
0MqKMvDvmw6s3mnycYLcog,mexican,0.998946846,1
Ko95LRE9AAvb2Lk9Iwh2-Q,mexican,0.922228277,1
6EArjn_iacj-yGVLTKWuEQ,japanese,0.914103389,1
KJFosOrLotvQo_rntg0sjA,thai,0.915176153,1
8hPvJcOkU24zS88YGJ-qZA,mexican,0.897223115,1
jKCSGAMyS0KIcS-vKpEuaA,indian,0.887799144,1
VoAuIReq_cPUrFwxbWqG_Q,thai,0.999064028,1
IS94JDTcq_WedBcj6P4qpQ,japanese,0.896629572,1
R-Gj7f9oVtliE5Iuvxd-vA,mexican,0.999990344,1
bjf8vmAIrdPo1aHoaYPkBw,thai,0.9045313,1
Bk7METp9hGgm409E6EoBhw,italian,0.998870552,1
8qSOz7oTPUUCafsMOBBNEQ,italian,0.999087811,1
t9zsZdwFdfrhMTj2FIwcDQ,mexican,0.999990344,1
ZCAkVl5SeCDeBWg_xjfYeg,thai,0.999083757,1
DGa4PysLx10aRnXqRQ4Cng,mexican,0.898858428,1
2IrDzLVFUFPp229c1x8YNw,chinese,0.884994328,1
EVaeiIE_p0m2LkeG6rhh2g,indian,0.999988914,1
#NAME?,mexican,0.998951912,1
BOz0qTUMtAfljd3Vn1rerQ,japanese,0.998966217,1
kHlYnhMOoMBbe3VCZflpKQ,chinese,0.884127975,1
kIm0oeOaVfC9-2flLPVklA,italian,0.907939374,1
NztBFASX-zzg0tROoLiKOg,indian,0.998819411,1
C7CFAdrczXxNhnN-MNJqmw,thai,0.92313236,1
_V7YsDQ4Lb41rqfkuPzm1w,italian,0.896820307,1
RThvexVhZQ8KA6JAr0UkCQ,mexican,0.912276626,1
K7u5sEQW1LcIJxjpUS1STg,indian,0.999988914,1
L3PwWn54PvHm5Rd4oUg7xw,indian,0.998828828,1
ffJddI2ICrCz6q_QWrU5VQ,italian,0.998880565,1
xdioStDO8FAyQiZWHJiGZQ,indian,0.891610265,1
cGuJmzRd0YC7al-3HZiMhQ,japanese,0.893356979,1
3vBVnzsJLRh8WtW3awKxeQ,mexican,0.998994529,1
uq-jeUk2yNOrfUKdRIpE_w,italian,0.890934885,1
AwiDxfV8j7x3_7dtUEkWmQ,thai,0.910814703,1
mfJaJSspapkcL2MIsNuUjw,mexican,0.903781295,1
6-ShONYFIM9K8HAUOhZVlw,italian,0.901356339,1
UuiW2A-O11Q0baqSEUMvZA,thai,0.999104798,1
nGFhlGsPlf6Uu5-xjIosQA,mexican,0.998944938,1
EegEULbC3qoMA-FaEjivtA,italian,0.921204627,1
z_emTJ2d3kDEe8mz3w-KNw,mexican,0.901940942,1
s3jou_L_LVYGkNHiuhjlew,mexican,0.999316454,1
NMvGg6AwvEMUEjIF1z9Ghw,mexican,0.89660418,1
4FD0TAxe70nb3ngk3sXF9Q,chinese,0.883025765,1
_QxcsvPsYnOgPhiK6gzCfg,japanese,0.998912334,1
fuS39acPaRi38DhSSwEI4Q,italian,0.900639415,1
ahKL-52Ogn7iPFjhQbbb3w,indian,0.883917272,1
wZkZmjZEJDraLJgAalnHvA,italian,0.918104112,1
